split,sentence_id,aspect_id,text,term,term_normalized,polarity
train,1081,1081::term::1,"Only complaint would be that at an average cost of $12-$15 per meal, I'd like not to have to worry about finding a seat!",meal,meal,neutral
train,1081,1081::term::2,"Only complaint would be that at an average cost of $12-$15 per meal, I'd like not to have to worry about finding a seat!",seat,seat,negative
train,1117,1117::term::0,"To finish off such a delightful dinner experience you must have dessert, especially the White Chocolate Bread Pudding with Gelato and hot chocolate.",dessert,dessert,positive
train,1117,1117::term::1,"To finish off such a delightful dinner experience you must have dessert, especially the White Chocolate Bread Pudding with Gelato and hot chocolate.",White Chocolate Bread Pudding with Gelato and hot chocolate,white chocolate bread pudding with gelato and hot chocolate,positive
train,1117,1117::term::2,"To finish off such a delightful dinner experience you must have dessert, especially the White Chocolate Bread Pudding with Gelato and hot chocolate.",dinner,dinner,positive
train,306,306::term::0,The banana tower is an amazing dessert as well.,banana tower,banana tower,positive
train,306,306::term::1,The banana tower is an amazing dessert as well.,dessert,dessert,positive
train,94,94::term::0,"Excellent atmosphere, delicious dishes good and friendly service.",atmosphere,atmosphere,positive
train,94,94::term::1,"Excellent atmosphere, delicious dishes good and friendly service.",dishes,dishes,positive
train,94,94::term::2,"Excellent atmosphere, delicious dishes good and friendly service.",service,service,positive
train,1015,1015::term::0,A cool place to hang with your friends for a couple of healthy drinks and desserts.,place,place,positive
train,1015,1015::term::1,A cool place to hang with your friends for a couple of healthy drinks and desserts.,drinks,drinks,positive
train,1015,1015::term::2,A cool place to hang with your friends for a couple of healthy drinks and desserts.,desserts,desserts,positive
train,1901,1901::term::0,"Great vibe, lots of people.",vibe,vibe,positive
train,2422,2422::term::0,"I like Mamoun's food as well, but side by side, Kati Rolls just produce tastier food hands down.",food,food,positive
train,2422,2422::term::1,"I like Mamoun's food as well, but side by side, Kati Rolls just produce tastier food hands down.",food,food,positive
train,1607,1607::term::0,"The service is a bit slow, but harkens back to my years growing up in Napoli, Italy where things are not rushed and when you sit down for dinner the table is yours all night.",service,service,negative
train,1607,1607::term::1,"The service is a bit slow, but harkens back to my years growing up in Napoli, Italy where things are not rushed and when you sit down for dinner the table is yours all night.",dinner,dinner,neutral
train,1607,1607::term::2,"The service is a bit slow, but harkens back to my years growing up in Napoli, Italy where things are not rushed and when you sit down for dinner the table is yours all night.",table,table,positive
train,2793,2793::term::0,But that wasn't the icing on the cake: a tiramisu that resembled nothing I have ever had.,icing on the cake,icing on the cake,negative
train,2793,2793::term::1,But that wasn't the icing on the cake: a tiramisu that resembled nothing I have ever had.,tiramisu,tiramisu,negative
train,2332,2332::term::0,Great food and the prices are very reasonable.,food,food,positive
train,2332,2332::term::1,Great food and the prices are very reasonable.,prices,prices,positive
train,215,215::term::0,Wine list is not huge but def well selected.,Wine list,wine list,conflict
train,58,58::term::0,"A cool bar with great food, and tons of excellent beer.",bar,bar,positive
train,58,58::term::1,"A cool bar with great food, and tons of excellent beer.",food,food,positive
train,58,58::term::2,"A cool bar with great food, and tons of excellent beer.",beer,beer,positive
train,536,536::term::0,"Be sure to try the seasonal, and always delicious, specials.",specials,specials,positive
train,869,869::term::0,The ambience is authentic and relaxing and we have always received attentive and prompt service.,ambience,ambience,positive
train,869,869::term::1,The ambience is authentic and relaxing and we have always received attentive and prompt service.,service,service,positive
train,2961,2961::term::0,"Fresh, authentic, french cuisine in substantial portions.",french cuisine,french cuisine,positive
train,2961,2961::term::1,"Fresh, authentic, french cuisine in substantial portions.",portions,portions,positive
train,1355,1355::term::0,"Drinks got screwed up, she acted put upon.",Drinks,drinks,negative
train,2085,2085::term::0,The one vegetarian entree (Abby's treasure) was actually quite a surprise - it was delicious and had wintermelon covering an assortment of fresh mushrooms and vegetables.,vegetarian entree,vegetarian entree,positive
train,2085,2085::term::1,The one vegetarian entree (Abby's treasure) was actually quite a surprise - it was delicious and had wintermelon covering an assortment of fresh mushrooms and vegetables.,Abby's treasure,abby's treasure,positive
train,2085,2085::term::2,The one vegetarian entree (Abby's treasure) was actually quite a surprise - it was delicious and had wintermelon covering an assortment of fresh mushrooms and vegetables.,wintermelon,wintermelon,positive
train,2085,2085::term::3,The one vegetarian entree (Abby's treasure) was actually quite a surprise - it was delicious and had wintermelon covering an assortment of fresh mushrooms and vegetables.,assortment of fresh mushrooms and vegetables,assortment of fresh mushrooms and vegetables,positive
train,1173,1173::term::0,"At 5 dumplings for $1, you just cannot go wrong.",dumplings,dumplings,positive
train,1470,1470::term::0,But the pizza is way to expensive.,pizza,pizza,negative
train,2457,2457::term::0,"And the staff is also young, energeic and hot!!!!",staff,staff,positive
train,505,505::term::0,"Even better, they know how to cook French classics like Steak au Poivre and Onglet without burning it to death or overcooking it.",Steak au Poivre,steak au poivre,positive
train,505,505::term::1,"Even better, they know how to cook French classics like Steak au Poivre and Onglet without burning it to death or overcooking it.",Onglet,onglet,positive
train,842,842::term::0,"Service was decent, but not as smooth as I would expect from a place with these prices and reputation.",Service,service,conflict
train,842,842::term::1,"Service was decent, but not as smooth as I would expect from a place with these prices and reputation.",prices,prices,negative
train,842,842::term::2,"Service was decent, but not as smooth as I would expect from a place with these prices and reputation.",reputation,reputation,positive
train,1595,1595::term::0,We had a wonderful meal at Naples 45 a month ago on a visit to NYC.,meal,meal,positive
train,2150,2150::term::0,Good drink.,drink,drink,positive
train,2443,2443::term::0,"Great food (spinach and corn dumplings and massamman curry), very friendly and no nonsense service and a clean and funky bathroom.",food,food,positive
train,2443,2443::term::1,"Great food (spinach and corn dumplings and massamman curry), very friendly and no nonsense service and a clean and funky bathroom.",spinach and corn dumplings,spinach and corn dumplings,positive
train,2443,2443::term::2,"Great food (spinach and corn dumplings and massamman curry), very friendly and no nonsense service and a clean and funky bathroom.",service,service,positive
train,2443,2443::term::3,"Great food (spinach and corn dumplings and massamman curry), very friendly and no nonsense service and a clean and funky bathroom.",bathroom,bathroom,positive
train,2443,2443::term::4,"Great food (spinach and corn dumplings and massamman curry), very friendly and no nonsense service and a clean and funky bathroom.",massamman curry,massamman curry,positive
train,2010,2010::term::0,We had a girls' night dinner here for restaurant week.,dinner,dinner,neutral
train,3483,3483::term::0,"However, I was there for a work dinner not long ago when my colleague from London noticed a very large waterbug on the ceiling.",ceiling,ceiling,negative
train,3483,3483::term::1,"However, I was there for a work dinner not long ago when my colleague from London noticed a very large waterbug on the ceiling.",dinner,dinner,neutral
train,255,255::term::0,My chow fun and chow see was really bland and oily.,chow fun and chow see,chow fun and chow see,negative
train,828,828::term::0,"Even though I made the reservation at 3pm for the same night through Dinnerbroker, we were seated at a table with one of the best view!",table,table,positive
